ID,Date,Element,Data_Value
USC00365790,08/31/11,TMIN,83
USC00368469,07/27/09,TMAX,261
USC00362629,04/25/07,TMAX,206
USC00368449,06/11/07,TMIN,139
USC00367409,07/22/08,TMAX,311
USC00368449,03/30/10,TMIN,17
USC00368469,09/07/14,TMIN,122
USC00364853,04/30/05,TMAX,122
USC00362629,05/07/06,TMAX,206
USC00362629,05/07/06,TMIN,39
USC00360147,07/27/07,TMAX,283
USC00367409,12/01/08,TMIN,-33
USC00365790,09/29/11,TMAX,217
USC00367409,12/01/08,TMAX,39
USC00367409,10/02/09,TMAX,128
USC00360147,03/14/12,TMAX,211
USC00367409,10/02/09,TMIN,39
USC00360147,03/14/12,TMIN,28
USC00368469,08/09/12,TMIN,156
USC00367477,04/27/10,TMAX,111
USC00367477,04/27/10,TMIN,6
USC00368469,08/09/12,TMAX,311
USC00362629,05/11/08,TMAX,183
USC00362629,05/11/08,TMIN,17
USC00368449,11/15/07,TMIN,44
USC00364853,04/30/05,TMIN,83
USC00368469,09/07/14,TMAX,267
USC00368449,12/18/12,TMIN,61
USC00365790,06/07/09,TMIN,94
USC00365790,12/12/15,TMAX,128
USC00365109,01/11/06,TMIN,-6
USC00368449,11/20/05,TMIN,-28
USC00364853,05/19/05,TMAX,228
USC00368449,05/31/12,TMIN,128
USC00368449,05/31/12,TMAX,256
USC00360147,11/20/05,TMAX,78
USC00360147,09/09/14,TMIN,106
USC00365109,01/24/11,TMIN,-228
USC00367477,12/09/12,TMAX,128
USC00365109,11/11/15,TMAX,117
USC00368469,01/09/05,TMAX,33
USC00368469,01/09/05,TMIN,0
USC00360147,11/20/05,TMIN,-33
USC00365109,01/24/11,TMAX,-50
USC00360147,09/09/14,TMAX,233
USC00367409,07/12/08,TMIN,133
USC00367409,07/12/08,TMAX,278
USC00368449,07/21/09,TMAX,261
USC00368449,07/21/09,TMIN,156
USC00367477,12/09/12,TMIN,0
USC00361480,08/02/14,TMAX,278
USC00361480,08/02/14,TMIN,106
USC00364853,05/19/05,TMIN,33
USC00360147,03/31/11,TMAX,89
USC00367477,12/13/11,TMIN,-111
USC00364853,01/11/06,TMAX,78
USC00360147,03/31/11,TMIN,-50
USC00367477,12/13/11,TMAX,72
USC00365109,05/02/15,TMIN,50
USC00368469,08/19/15,TMIN,178
USC00368469,08/19/15,TMAX,283
USC00361480,03/14/11,TMAX,33
USC00368449,02/17/09,TMAX,6
USC00361480,07/09/09,TMAX,228
USC00361480,07/09/09,TMIN,50
USC00364853,01/11/06,TMIN,-6
USC00368449,02/17/09,TMIN,-78
USC00365109,11/11/15,TMIN,83
USC00367409,05/18/14,TMAX,156
USC00368469,01/20/10,TMAX,22
USC00361480,03/14/11,TMIN,-11
USC00367409,05/18/14,TMIN,50
USC00365109,03/26/09,TMAX,128
USC00367409,12/18/12,TMAX,94
USC00360147,01/11/13,TMIN,-22
USC00361480,09/25/08,TMIN,11
USC00368449,11/20/05,TMAX,83
USC00367409,02/10/09,TMIN,-56
USC00367409,02/10/09,TMAX,67
USC00368449,05/16/07,TMAX,300
USC00368449,05/16/07,TMIN,161
USC00368449,08/03/08,TMAX,278
USC00367409,04/14/05,TMIN,-17
USC00365109,10/05/11,TMIN,78
USC00368449,06/17/12,TMIN,167
USC00368449,08/03/08,TMIN,161
USC00365109,10/05/11,TMAX,183
USC00365790,12/12/15,TMIN,-11
USC00365790,11/16/10,TMAX,111
USC00365790,11/16/10,TMIN,39
USC00365109,01/11/06,TMAX,83
USC00361480,09/24/14,TMIN,6
USC00368469,06/02/13,TMIN,150
USC00361480,09/24/14,TMAX,217
USC00365109,03/26/09,TMIN,-39
USC00368449,06/17/12,TMAX,250
USC00367409,09/20/05,TMIN,139
USC00360147,10/18/11,TMIN,56
USC00360147,01/11/13,TMAX,67
USC00365790,12/10/15,TMAX,39
USC00367409,12/07/14,TMAX,28
USC00365790,07/23/11,TMIN,222
USC00365790,07/23/11,TMAX,406
USC00368469,11/27/12,TMAX,50
USC00367409,12/07/14,TMIN,-11
USC00361480,12/16/11,TMIN,11
USC00361480,12/16/11,TMAX,133
USC00365790,12/10/15,TMIN,-50
USC00365109,07/15/08,TMIN,144
USC00365109,07/15/08,TMAX,283
USC00367477,02/01/14,TMIN,-39
USC00367409,09/20/05,TMAX,261
USC00368469,06/02/13,TMAX,306
USC00367477,02/01/14,TMAX,17
USC00367409,04/14/05,TMAX,172
USC00368469,11/27/12,TMIN,-11
USC00360147,10/18/11,TMAX,172
USC00361480,09/25/08,TMAX,244
USC00368469,03/02/14,TMIN,-150
USC00368449,07/23/14,TMIN,211
USC00368449,01/30/13,TMAX,128
USC00361480,02/11/09,TMAX,106
USC00367477,04/12/15,TMAX,106
USC00367409,12/06/06,TMAX,22
USC00360147,01/31/15,TMIN,-150
USC00360147,01/31/15,TMAX,-11
USC00367409,12/06/06,TMIN,-67
USC00365109,04/10/15,TMIN,44
USC00367477,06/19/13,TMAX,250
USC00367477,04/12/15,TMIN,-33
USC00367477,06/19/13,TMIN,67
USC00361480,01/26/10,TMIN,-22
USC00361480,01/26/10,TMAX,100
USC00365109,05/08/11,TMAX,194
USC00365109,05/08/11,TMIN,56
USC00367477,07/30/13,TMIN,56
USC00367477,07/30/13,TMAX,222
USC00368449,01/23/12,TMAX,0
USC00367477,02/11/07,TMAX,-78
USC00367409,04/20/05,TMIN,50
USC00367477,02/11/07,TMIN,-139
USC00367409,02/08/11,TMAX,28
USC00367409,02/08/11,TMIN,-44
USC00368449,07/11/07,TMIN,222
USC00368469,07/04/13,TMAX,300
USC00360147,09/12/07,TMAX,222
USC00367409,02/01/15,TMIN,-128
USC00365109,09/29/05,TMAX,239
USC00367409,02/01/15,TMAX,-28
USC00368449,06/22/09,TMAX,239
USC00368449,01/23/12,TMIN,-72
USC00367477,09/09/14,TMAX,239
USC00365109,02/14/08,TMIN,-128
USC00368449,07/05/10,TMIN,183
USC00368449,03/01/06,TMIN,-94
USC00368449,03/01/06,TMAX,-6
USC00365109,02/14/08,TMAX,33
USC00361480,02/11/09,TMIN,-6
USC00368449,05/01/13,TMAX,150
USC00367477,09/09/14,TMIN,67
USC00368449,05/01/13,TMIN,94
USC00368449,07/05/10,TMAX,328
USC00362629,11/16/07,TMAX,56
USC00365109,04/10/15,TMAX,72
USC00368449,03/21/11,TMIN,-28
USC00361480,11/18/08,TMAX,17
USC00361480,11/18/08,TMIN,-83
USC00360147,02/20/10,TMAX,44
USC00368449,03/04/09,TMAX,-22
USC00368449,03/04/09,TMIN,-139
USC00365790,03/24/12,TMIN,72
USC00367409,03/28/09,TMIN,28
USC00367409,03/28/09,TMAX,167
USC00367409,09/24/08,TMIN,56
USC00367477,11/30/06,TMIN,61
USC00365109,11/23/06,TMAX,78
USC00367477,09/10/08,TMIN,61
USC00367409,09/07/08,TMAX,233
USC00365109,11/23/06,TMIN,-56
USC00367409,09/07/08,TMIN,111
USC00367477,08/20/06,TMIN,178
USC00367477,08/20/06,TMAX,228
USC00360147,12/03/05,TMAX,0
USC00367477,11/30/06,TMAX,150
USC00367409,09/24/08,TMAX,239
USC00367409,02/15/07,TMIN,-167
USC00367477,09/10/08,TMAX,194
USC00368449,05/05/13,TMIN,78
USC00362629,11/16/07,TMIN,11
USC00368449,03/21/11,TMAX,106
USC00361480,04/02/10,TMAX,267
USC00367409,01/02/13,TMAX,17
USC00367409,01/02/13,TMIN,-67
USC00361480,04/02/10,TMIN,-33
USC00368469,07/26/13,TMAX,250
USC00367409,04/20/05,TMAX,283
USC00367477,08/02/14,TMIN,117
USC00360147,02/20/10,TMIN,-39
USC00367477,08/02/14,TMAX,283
USC00365790,11/26/11,TMAX,144
USC00368469,07/26/13,TMIN,94
USC00368449,05/05/13,TMAX,211
USC00360147,12/03/05,TMIN,-44
USC00367409,03/26/11,TMIN,-78
USC00365790,11/26/11,TMIN,-28
USC00367409,03/26/11,TMAX,22
USC00365109,09/29/05,TMIN,72
USC00360147,10/22/11,TMIN,72
USC00360147,09/12/07,TMIN,122
USC00365109,03/25/10,TMIN,22
USC00367409,05/29/10,TMAX,267
USC00365109,09/07/08,TMIN,122
USC00368449,09/27/05,TMAX,206
USC00368449,09/27/05,TMIN,128
USC00361480,07/23/14,TMAX,294
USC00361480,07/23/14,TMIN,161
USC00365109,11/30/07,TMAX,128
USC00361480,11/26/11,TMAX,133
USC00367409,05/29/10,TMIN,167
USC00365109,11/30/07,TMIN,-33
USC00361480,11/26/11,TMIN,-28
USC00368449,01/05/13,TMIN,-33
USC00368449,01/05/13,TMAX,0
USC00365790,07/10/09,TMIN,94
USC00365109,09/24/08,TMAX,233
USC00365109,10/22/11,TMIN,56
USC00365109,10/22/11,TMAX,111
USC00365790,10/03/08,TMAX,128
USC00365109,05/13/05,TMIN,0
USC00365790,10/03/08,TMIN,44
USC00365109,09/07/08,TMAX,233
USC00365109,05/09/11,TMIN,56
USC00361480,08/11/12,TMIN,133
USC00360147,07/24/14,TMAX,300
USC00361480,08/11/12,TMAX,211
USC00365790,06/12/09,TMAX,217
USC00365109,04/09/15,TMIN,44
USC00360147,05/14/06,TMIN,89
USC00360147,05/14/06,TMAX,194
USC00367477,11/08/15,TMAX,100
USC00365109,05/09/11,TMAX,217
USC00365790,06/12/09,TMIN,167
USC00368449,10/15/09,TMIN,6
USC00368469,05/19/14,TMIN,6
USC00368469,05/19/14,TMAX,161
USC00367409,11/13/10,TMIN,-44
USC00367477,11/08/15,TMIN,-17
USC00367409,11/13/10,TMAX,150
USC00365109,09/22/09,TMIN,117
USC00365109,09/22/09,TMAX,250
USC00368449,10/15/09,TMAX,72
USC00365109,05/13/05,TMAX,200
USC00360147,04/03/11,TMIN,-22
USC00360147,04/03/11,TMAX,89
USC00367477,02/26/06,TMIN,-94
USC00365109,01/16/08,TMAX,50
USC00368469,07/08/09,TMAX,256
USC00367409,12/30/14,TMIN,-39
USC00367409,09/21/06,TMIN,56
USC00365109,01/16/08,TMIN,-28
USC00367477,10/17/11,TMAX,133
USC00367409,09/21/06,TMAX,178
USC00360147,07/11/08,TMIN,133
USC00368469,07/08/09,TMIN,89
USC00365109,07/23/08,TMAX,294
USC00361480,06/14/10,TMAX,272
USC00368449,06/22/09,TMIN,156
USC00365109,03/25/10,TMAX,178
USC00365109,03/26/08,TMAX,111
USC00368449,07/11/07,TMAX,328
USC00365109,03/26/08,TMIN,-67
USC00368469,07/04/13,TMIN,194
USC00365109,07/23/08,TMIN,189
USC00360147,07/11/08,TMAX,272
USC00360147,11/23/06,TMIN,-44
USC00367409,12/30/14,TMAX,44
USC00367477,11/11/15,TMIN,78
USC00367477,11/11/15,TMAX,117
USC00365109,05/14/13,TMIN,-22
USC00365109,09/24/08,TMIN,61
USC00367409,06/25/07,TMIN,106
USC00365109,05/14/13,TMAX,111
USC00365109,01/02/13,TMAX,17
USC00365109,02/20/10,TMIN,-44
USC00365109,01/02/13,TMIN,-72
USC00365109,02/20/10,TMAX,61
USC00365109,09/24/05,TMAX,250
USC00365790,07/10/09,TMAX,267
USC00365109,09/24/05,TMIN,83
USC00367409,06/25/07,TMAX,294
USC00368469,02/26/14,TMIN,-89
USC00368469,02/26/14,TMAX,-39
USC00360147,11/23/06,TMAX,111
USC00361480,06/14/10,TMIN,117
USC00367477,02/26/06,TMAX,89
USC00367477,10/17/11,TMIN,39
USC00367477,09/26/09,TMAX,200
USC00360147,10/22/11,TMAX,89
USC00367409,02/15/07,TMAX,-83
USC00367409,01/31/13,TMIN,0
USC00367409,01/31/13,TMAX,133
USC00367409,11/24/05,TMAX,11
USC00367409,11/24/05,TMIN,-39
USC00368449,10/14/11,TMAX,172
USC00360147,02/26/05,TMAX,17
USC00360147,02/26/05,TMIN,-83
USC00365790,11/26/13,TMAX,11
USC00360147,09/20/09,TMIN,50
USC00367477,02/16/07,TMIN,-189
USC00367477,09/24/14,TMIN,28
USC00367477,09/24/14,TMAX,206
USC00367477,02/16/07,TMAX,-100
USC00365790,05/29/12,TMAX,317
USC00365790,05/29/12,TMIN,156
USC00365109,03/28/09,TMIN,22
USC00365109,03/28/09,TMAX,161
USC00368449,08/28/05,TMIN,172
USC00365790,11/26/13,TMIN,-122
USC00368449,08/28/05,TMAX,200
USC00361480,07/10/09,TMAX,267
USC00365790,12/02/08,TMIN,-11
USC00367477,08/06/11,TMIN,161
USC00360147,05/25/08,TMAX,200
USC00367477,08/06/11,TMAX,283
USC00367477,01/24/11,TMIN,-267
USC00367477,01/24/11,TMAX,-89
USC00360147,05/25/08,TMIN,44
USC00364853,09/29/05,TMAX,217
USC00364853,09/29/05,TMIN,133
USC00365790,12/02/08,TMAX,50
USC00360147,07/23/08,TMIN,189
USC00360147,07/23/08,TMAX,283
USC00368449,10/14/11,TMIN,122
USC00367477,07/15/08,TMAX,250
USC00368469,07/11/07,TMIN,189
USC00368449,12/22/10,TMAX,17
USC00360147,07/24/15,TMIN,122
USC00361480,07/10/09,TMIN,56
USC00360147,09/20/09,TMAX,211
USC00361480,02/15/10,TMAX,-61
USC00368449,03/30/12,TMAX,89
USC00364853,02/01/05,TMIN,-128
USC00360147,02/18/10,TMAX,6
USC00364853,11/29/05,TMAX,178
USC00365790,06/23/12,TMIN,156
USC00367477,09/19/06,TMAX,261
USC00367477,08/06/08,TMAX,222
USC00365790,11/18/08,TMAX,28
USC00365790,11/18/08,TMIN,-56
USC00365109,02/08/11,TMIN,-44
USC00364853,03/11/05,TMIN,-44
USC00368469,03/20/07,TMIN,-111
USC00365109,10/23/07,TMAX,217
USC00364853,11/29/05,TMIN,100
USC00367477,09/19/06,TMIN,94
USC00368469,08/31/15,TMAX,283
USC00368449,09/07/06,TMAX,211
USC00368449,09/07/06,TMIN,111
USC00368449,06/06/08,TMIN,194
USC00368469,08/31/15,TMIN,144
USC00364853,03/10/05,TMIN,-133
USC00365109,02/08/11,TMAX,33
USC00368449,11/09/07,TMAX,56
USC00367477,08/06/08,TMIN,161
USC00368449,09/15/07,TMAX,211
USC00368449,06/26/09,TMAX,306
USC00368449,06/26/09,TMIN,189
USC00362629,12/13/06,TMIN,-6
USC00362629,12/13/06,TMAX,117
USC00364853,02/01/05,TMAX,17
USC00368449,03/30/12,TMIN,-17
USC00360147,02/18/10,TMIN,-39
USC00365790,06/23/12,TMAX,272
USC00365790,05/22/06,TMIN,50
USC00360147,03/20/11,TMAX,61
USC00365109,05/30/05,TMAX,217
USC00365790,05/22/06,TMAX,150
USC00367477,02/06/06,TMAX,0
USC00365109,05/30/05,TMIN,67
USC00360147,03/20/11,TMIN,-33
USC00365790,01/10/06,TMAX,122
USC00367477,02/06/06,TMIN,-56
USC00368449,11/09/07,TMIN,-17
USC00368449,09/15/07,TMIN,117
USC00361480,09/17/10,TMAX,172
USC00365790,03/24/12,TMAX,244
USC00362629,02/09/06,TMAX,-11
USC00365790,07/23/14,TMIN,161
USC00368469,05/13/05,TMAX,183
USC00368449,01/06/07,TMAX,156
USC00368469,05/13/05,TMIN,11
USC00367477,01/16/15,TMIN,-100
USC00367409,01/17/06,TMIN,-78
USC00364853,06/17/05,TMAX,211
USC00365109,06/01/12,TMAX,250
USC00367477,05/05/06,TMAX,239
USC00368449,01/06/07,TMIN,111
USC00367477,01/16/15,TMAX,-11
USC00362629,03/04/08,TMAX,172
USC00362629,03/04/08,TMIN,-6
USC00365790,02/18/09,TMAX,28
USC00360147,01/27/06,TMAX,-11
USC00362629,09/27/06,TMIN,61
USC00360147,01/27/06,TMIN,-94
USC00362629,09/27/06,TMAX,211
USC00367409,01/17/06,TMAX,0
USC00367477,05/05/06,TMIN,17
USC00367409,05/28/06,TMIN,111
USC00368469,02/21/06,TMIN,-111
USC00367477,05/23/13,TMIN,172
USC00360147,12/18/07,TMIN,-78
USC00361480,06/23/12,TMAX,278
USC00361480,06/23/12,TMIN,100
USC00368449,10/07/15,TMIN,83
USC00365790,09/06/11,TMAX,211
USC00368449,10/07/15,TMAX,217
USC00365790,09/06/11,TMIN,133
USC00360147,12/18/07,TMAX,-11
USC00368469,02/21/06,TMAX,11
USC00360147,05/14/13,TMIN,-11
USC00364853,06/17/05,TMIN,94
USC00365790,02/18/09,TMIN,-83
USC00360147,05/14/13,TMAX,83
USC00367477,07/28/08,TMIN,106
USC00367477,07/28/08,TMAX,256
USC00365109,06/01/12,TMIN,122
USC00367477,11/29/11,TMIN,89
USC00367477,05/23/13,TMAX,306
USC00367477,11/29/11,TMAX,172
USC00365790,12/31/06,TMAX,100
USC00365790,12/31/06,TMIN,-44
USC00367409,05/28/06,TMAX,272
USC00367409,01/12/06,TMIN,17
USC00365790,02/11/12,TMIN,-33
USC00367409,01/12/06,TMAX,94
USC00367477,04/04/12,TMAX,194
USC00368469,07/12/07,TMIN,122
USC00368469,07/12/07,TMAX,239
USC00361480,02/15/10,TMIN,-156
USC00367477,04/04/12,TMIN,-50
USC00365790,02/11/12,TMAX,17
USC00362629,02/09/06,TMIN,-117
USC00365109,07/11/08,TMAX,294
USC00367477,07/15/08,TMIN,100
USC00361480,09/17/10,TMIN,28
USC00365109,07/11/08,TMIN,128
USC00365790,07/23/14,TMAX,306
USC00365109,06/15/07,TMAX,222
USC00365109,06/15/07,TMIN,106
USC00361480,05/29/12,TMAX,311
USC00368449,12/22/10,TMIN,-50
USC00367477,06/25/11,TMAX,200
USC00368469,07/11/07,TMAX,333
USC00361480,11/26/13,TMIN,-150
USC00368469,01/14/15,TMIN,-178
USC00365109,12/07/08,TMAX,-17
USC00360147,10/10/11,TMAX,239
USC00360147,07/06/10,TMIN,144
USC00360147,07/06/10,TMAX,378
USC00367477,10/24/05,TMIN,-6
USC00360147,07/24/15,TMAX,261
USC00365109,12/07/08,TMIN,-83
USC00367477,10/24/05,TMAX,89
USC00364853,01/13/05,TMIN,22
USC00367409,08/19/11,TMIN,161
USC00367409,08/19/11,TMAX,300
USC00360147,10/10/11,TMIN,83
USC00364853,01/13/05,TMAX,128
USC00368469,01/14/15,TMAX,-33
USC00368449,12/20/12,TMIN,-17
USC00368449,12/20/12,TMAX,44
USC00361480,11/26/13,TMAX,0
USC00367477,06/25/11,TMIN,150
USC00361480,05/29/12,TMIN,161
USC00368449,06/06/08,TMAX,283
USC00367477,09/26/09,TMIN,72
USC00368449,12/08/11,TMAX,72
USC00367409,03/25/11,TMIN,-67
USC00367477,09/13/14,TMIN,100
USC00361480,08/07/12,TMAX,278
USC00368469,09/17/05,TMIN,189
USC00368469,09/17/05,TMAX,272
USC00368449,10/26/05,TMIN,6
USC00368449,12/08/12,TMAX,39
USC00368449,12/08/12,TMIN,0
USC00368449,11/09/15,TMIN,-11
USC00362629,05/17/08,TMAX,106
USC00362629,05/17/08,TMIN,44
USC00368449,10/26/05,TMAX,44
USC00361480,08/07/12,TMIN,89
USC00365109,06/24/13,TMAX,333
USC00367477,09/08/14,TMAX,233
USC00368449,01/29/06,TMIN,6
USC00368449,01/29/06,TMAX,133
USC00360147,12/13/06,TMIN,11
USC00365109,06/24/13,TMIN,178
USC00365109,05/14/06,TMIN,94
USC00362629,05/19/05,TMIN,11
USC00368469,07/31/13,TMAX,244
USC00368449,04/04/10,TMIN,122
USC00368449,04/04/10,TMAX,256
USC00360147,09/07/14,TMAX,261
USC00367477,02/14/15,TMAX,-78
USC00368469,10/03/09,TMIN,44
USC00360147,07/14/15,TMAX,272
USC00361480,10/03/08,TMIN,33
USC00360147,07/14/15,TMIN,161
USC00367477,09/13/14,TMAX,156
USC00368469,10/03/09,TMAX,150
USC00365790,06/29/09,TMIN,117
USC00365790,06/29/09,TMAX,217
USC00365790,09/22/05,TMIN,61
USC00365790,09/22/05,TMAX,272
USC00362629,05/19/05,TMAX,206
USC00368469,07/31/13,TMIN,111
USC00367409,09/03/14,TMIN,161
USC00367409,03/25/11,TMAX,39
USC00367409,09/03/14,TMAX,294
USC00360147,12/13/06,TMAX,122
USC00360147,06/26/12,TMIN,100
USC00360147,06/26/12,TMAX,217
USC00367409,08/29/06,TMIN,206
USC00367477,05/10/11,TMAX,206
USC00365790,06/14/10,TMIN,139
USC00365790,05/30/14,TMIN,111
USC00361480,12/19/08,TMIN,-22
USC00365790,06/14/10,TMAX,289
USC00367477,05/10/11,TMIN,0
USC00364853,09/24/05,TMAX,267
USC00368449,06/17/06,TMIN,144
USC00361480,12/19/08,TMAX,17
USC00368469,06/25/11,TMAX,228
USC00368469,06/25/11,TMIN,161
USC00361480,09/19/08,TMIN,0
USC00368469,11/01/15,TMIN,-11
USC00360147,09/07/08,TMAX,239
USC00360147,09/07/08,TMIN,139
USC00365790,05/30/14,TMAX,144
USC00360147,05/26/13,TMIN,39
USC00368469,08/03/15,TMIN,128
USC00364853,09/24/05,TMIN,83
USC00367409,08/29/06,TMAX,267
USC00360147,09/27/06,TMAX,222
USC00365109,05/14/06,TMAX,200
USC00361480,05/10/10,TMIN,-44
USC00368449,11/09/15,TMAX,100
USC00367409,03/15/07,TMAX,83
USC00367477,09/08/14,TMIN,67
USC00368469,08/03/15,TMAX,289
USC00365790,09/17/10,TMIN,78
USC00365790,09/17/10,TMAX,167
USC00361480,06/12/09,TMAX,228
USC00361480,06/12/09,TMIN,161
USC00361480,05/10/10,TMAX,61
USC00365790,08/20/07,TMAX,178
USC00365790,08/20/07,TMIN,128
USC00367477,01/21/14,TMAX,6
USC00367477,01/21/14,TMIN,-111
USC00361480,06/29/09,TMIN,100
USC00361480,06/29/09,TMAX,200
USC00368449,06/17/06,TMAX,283
USC00360147,09/27/06,TMIN,78
USC00361480,10/03/08,TMAX,128
USC00360147,05/26/13,TMAX,144
USC00365790,03/25/08,TMIN,-100
USC00365790,03/25/08,TMAX,67
USC00367409,07/28/09,TMIN,161
USC00367477,09/24/15,TMIN,67
USC00365790,09/19/08,TMAX,211
USC00368469,02/12/08,TMAX,-78
USC00368449,05/28/06,TMIN,128
USC00368449,05/28/06,TMAX,244
USC00368469,02/06/09,TMIN,-194
USC00368449,03/28/09,TMIN,28
USC00361480,05/10/14,TMAX,294
USC00368449,03/28/09,TMAX,144
USC00365109,09/27/06,TMIN,72
USC00362629,04/15/07,TMAX,100
USC00368449,11/08/10,TMAX,72
USC00367477,09/24/15,TMAX,250
USC00368469,02/03/08,TMIN,-28
USC00365109,09/14/06,TMIN,133
USC00367409,07/28/09,TMAX,278
USC00365109,09/14/06,TMAX,178
USC00368449,11/08/10,TMIN,-17
USC00367409,07/28/07,TMAX,272
USC00361480,05/10/14,TMIN,89
USC00368469,06/05/09,TMAX,211
USC00362629,08/30/05,TMIN,161
USC00365109,12/13/06,TMIN,-11
USC00365109,12/13/06,TMAX,128
USC00367477,02/21/14,TMAX,106
USC00367477,10/07/09,TMIN,11
USC00367477,10/07/09,TMAX,172
USC00367477,01/23/10,TMIN,-100
USC00362629,08/30/05,TMAX,239
USC00368469,06/05/09,TMIN,100
USC00367477,02/21/14,TMIN,-106
USC00360147,03/25/10,TMAX,150
USC00365109,07/06/10,TMAX,361
USC00360147,03/25/10,TMIN,0
USC00365790,09/19/08,TMIN,22
USC00368469,02/12/08,TMIN,-156
USC00365109,07/15/13,TMAX,322
USC00365109,07/15/13,TMIN,194
USC00367477,02/14/15,TMIN,-183
USC00365109,07/06/10,TMIN,167
USC00365109,09/27/06,TMAX,217
USC00365790,12/19/08,TMIN,-33
USC00365790,12/19/08,TMAX,11
USC00360147,12/16/10,TMAX,-50
USC00360147,09/07/14,TMIN,117
USC00367477,01/30/15,TMAX,6
USC00367477,01/30/15,TMIN,-128
USC00368449,08/07/05,TMIN,172
USC00368449,08/07/05,TMAX,278
USC00368449,02/21/09,TMAX,-39
USC00367477,03/12/09,TMIN,-50
USC00360147,12/16/10,TMIN,-78
USC00367477,03/12/09,TMAX,139
USC00368449,02/21/09,TMIN,-89
USC00365790,08/19/15,TMAX,306
USC00367409,03/15/07,TMIN,17
USC00368469,11/26/13,TMAX,6
USC00368469,11/26/13,TMIN,-89
USC00367409,05/01/13,TMAX,172
USC00368469,05/05/11,TMIN,28
USC00367409,05/01/13,TMIN,83
USC00368469,02/03/08,TMAX,6
USC00362629,04/15/08,TMIN,-44
USC00367409,09/22/09,TMAX,250
USC00362629,04/15/08,TMAX,117
USC00368449,07/26/15,TMIN,172
USC00362629,04/15/07,TMIN,0
USC00362629,09/13/07,TMAX,200
USC00362629,09/13/07,TMIN,89
USC00368449,07/26/15,TMAX,283
USC00367409,08/24/05,TMAX,239
USC00368469,02/06/09,TMAX,-72
USC00367477,12/15/10,TMAX,-78
USC00367409,08/24/05,TMIN,111
USC00367409,09/29/05,TMIN,67
USC00367409,09/29/05,TMAX,239
USC00367477,02/03/15,TMIN,-172
USC00365109,06/26/12,TMIN,83
USC00367477,12/15/10,TMIN,-117
USC00367477,02/03/15,TMAX,17
USC00367409,07/28/07,TMIN,189
USC00365790,08/19/15,TMIN,194
USC00367409,09/22/09,TMIN,117
USC00365109,06/26/12,TMAX,244
USC00368469,05/05/11,TMAX,122
USC00368449,02/08/12,TMIN,-6
USC00368449,08/02/10,TMIN,183
USC00365109,07/28/09,TMIN,156
USC00367409,06/01/12,TMAX,244
USC00368469,04/25/15,TMAX,106
USC00367409,02/04/11,TMAX,-6
USC00367409,02/04/11,TMIN,-156
USC00368449,10/22/07,TMIN,89
USC00368449,01/20/13,TMAX,100
USC00368449,01/20/13,TMIN,28
USC00367409,03/28/15,TMIN,-61
USC00368469,11/29/12,TMAX,39
USC00368469,04/25/15,TMIN,-44
USC00365109,02/09/12,TMIN,-67
USC00360147,01/26/08,TMAX,-33
USC00368469,11/16/12,TMIN,-39
USC00367409,04/08/05,TMAX,250
USC00365790,02/11/09,TMIN,-22
USC00360147,01/26/08,TMIN,-89
USC00360147,07/28/09,TMIN,167
USC00360147,07/28/09,TMAX,267
USC00368469,11/16/12,TMAX,50
USC00367477,01/07/08,TMIN,17
USC00368469,11/29/12,TMIN,-28
USC00367477,07/29/14,TMIN,122
USC00362629,08/18/07,TMIN,83
USC00367477,06/04/13,TMAX,200
USC00365790,09/01/10,TMIN,133
USC00368449,10/26/14,TMAX,183
USC00365790,01/05/10,TMAX,-50
USC00365790,01/05/10,TMIN,-89
USC00367477,08/05/05,TMAX,317
USC00360147,01/02/13,TMAX,11
USC00367409,04/08/05,TMIN,67
USC00368449,10/26/14,TMIN,78
USC00367409,09/16/07,TMAX,178
USC00360147,09/14/06,TMAX,161
USC00360147,01/02/13,TMIN,-67
USC00367409,09/16/07,TMIN,56
USC00367477,07/29/14,TMAX,206
USC00367477,03/10/07,TMAX,72
USC00367409,06/01/12,TMIN,111
USC00367477,03/10/07,TMIN,-106
USC00360147,09/14/06,TMIN,133
USC00365790,02/11/09,TMAX,56
USC00367477,01/07/08,TMAX,111
USC00368449,10/22/07,TMAX,239
USC00368469,09/27/11,TMAX,272
USC00368469,08/23/10,TMIN,172
USC00360147,12/07/08,TMAX,-17
USC00360147,12/07/08,TMIN,-78
USC00360147,11/29/05,TMAX,167
USC00360147,11/29/05,TMIN,11
USC00367477,01/08/08,TMIN,56
USC00367477,01/08/08,TMAX,167
USC00368469,09/27/11,TMIN,172
USC00365109,04/29/10,TMAX,156
USC00365790,01/26/10,TMIN,-44
USC00367477,05/16/07,TMIN,61
USC00367477,05/16/07,TMAX,283
USC00360147,07/24/14,TMIN,144
USC00368449,12/08/11,TMIN,-6
USC00365790,01/26/10,TMAX,106
USC00365109,04/09/15,TMAX,83
USC00368449,02/08/12,TMAX,44
USC00365109,04/29/10,TMIN,-6
USC00368469,08/23/10,TMAX,278
USC00362629,07/31/08,TMAX,267
USC00362629,07/31/08,TMIN,144
USC00365109,02/09/12,TMAX,6
USC00361480,05/30/14,TMIN,117
USC00360147,10/04/08,TMIN,33
USC00367409,03/28/15,TMAX,56
USC00367477,08/05/05,TMIN,139
USC00368469,01/28/13,TMAX,11
